Data collected on 04/27/2007 04:18:06 PM from an HP54600A at address 5.


Source=CHAN1,Source=CHAN1,Source=CHAN2,Source=CHAN2
Label=CHAN1,Label=CHAN1,Label=CHAN2,Label=CHAN2
Data=Horiz,Data=Vert,Data=Horiz,Data=Vert
Units=s,Units=V,Units=s,Units=V
+6.320000E-04,+3.000000E+00,+6.320000E-04,+1.875000E-01
+6.340000E-04,+3.031250E+00,+6.340000E-04,+1.250000E-01
+6.360000E-04,+3.031250E+00,+6.360000E-04,+1.250000E-01
+6.380000E-04,-3.125000E-02,+6.380000E-04,+3.187500E+00
+6.400000E-04,+2.187500E+00,+6.400000E-04,+2.562500E+00
+6.420000E-04,+2.937500E+00,+6.420000E-04,+1.875000E+00
+6.440000E-04,+3.000000E+00,+6.440000E-04,+1.562500E+00
+6.460000E-04,+3.000000E+00,+6.460000E-04,+9.375000E-01
+6.480000E-04,+2.968750E+00,+6.480000E-04,+5.625000E-01
+6.500000E-04,+3.031250E+00,+6.500000E-04,+1.250000E-01
+6.520000E-04,+3.437500E-01,+6.520000E-04,+1.250000E-01
+6.540000E-04,+2.843750E+00,+6.540000E-04,+2.500000E-01
+6.560000E-04,+2.968750E+00,+6.560000E-04,+1.875000E-01
+6.580000E-04,+3.031250E+00,+6.580000E-04,+1.875000E-01
+6.600000E-04,+3.000000E+00,+6.600000E-04,+1.875000E-01
+6.620000E-04,+3.000000E+00,+6.620000E-04,+1.250000E-01
+6.640000E-04,+0.000000E+00,+6.640000E-04,+1.875000E-01
+6.660000E-04,+2.781250E+00,+6.660000E-04,+1.875000E-01
+6.680000E-04,+3.000000E+00,+6.680000E-04,+1.875000E-01
+6.700000E-04,+3.000000E+00,+6.700000E-04,+1.250000E-01
+6.720000E-04,+3.000000E+00,+6.720000E-04,+1.250000E-01
+6.740000E-04,+2.968750E+00,+6.740000E-04,+1.250000E-01
+6.760000E-04,-9.375000E-02,+6.760000E-04,+3.375000E+00
+6.780000E-04,+2.468750E+00,+6.780000E-04,+2.500000E+00
+6.800000E-04,+2.906250E+00,+6.800000E-04,+2.000000E+00
+6.820000E-04,+3.000000E+00,+6.820000E-04,+1.562500E+00
+6.840000E-04,+3.000000E+00,+6.840000E-04,+1.000000E+00
+6.860000E-04,+3.000000E+00,+6.860000E-04,+6.250000E-01
+6.880000E-04,+3.031250E+00,+6.880000E-04,-1.750000E+00
+6.900000E-04,+9.687500E-01,+6.900000E-04,+2.500000E-01
+6.920000E-04,+2.875000E+00,+6.920000E-04,+1.875000E-01
+6.940000E-04,+3.000000E+00,+6.940000E-04,+1.875000E-01
+6.960000E-04,+3.000000E+00,+6.960000E-04,+1.875000E-01
+6.980000E-04,+3.000000E+00,+6.980000E-04,+1.250000E-01
+7.000000E-04,+3.000000E+00,+7.000000E-04,+1.250000E-01
+7.020000E-04,-3.125000E-02,+7.020000E-04,+1.875000E-01
+7.040000E-04,+2.718750E+00,+7.040000E-04,+1.875000E-01
+7.060000E-04,+2.968750E+00,+7.060000E-04,+1.875000E-01
+7.080000E-04,+3.000000E+00,+7.080000E-04,+1.875000E-01
+7.100000E-04,+3.000000E+00,+7.100000E-04,+1.250000E-01
+7.120000E-04,+3.000000E+00,+7.120000E-04,+1.250000E-01
+7.140000E-04,+3.125000E-02,+7.140000E-04,+3.250000E+00
+7.160000E-04,+2.218750E+00,+7.160000E-04,+2.625000E+00
+7.180000E-04,+2.937500E+00,+7.180000E-04,+1.937500E+00
+7.200000E-04,+3.000000E+00,+7.200000E-04,+1.500000E+00
+7.220000E-04,+3.000000E+00,+7.220000E-04,+1.125000E+00
+7.240000E-04,+3.031250E+00,+7.240000E-04,+6.250000E-01
+7.260000E-04,+3.031250E+00,+7.260000E-04,+6.250000E-02
+7.280000E-04,+1.781250E+00,+7.280000E-04,+2.500000E-01
+7.300000E-04,+2.718750E+00,+7.300000E-04,+2.500000E-01
+7.320000E-04,+2.968750E+00,+7.320000E-04,+1.875000E-01
+7.340000E-04,+3.000000E+00,+7.340000E-04,+1.875000E-01
+7.360000E-04,+3.000000E+00,+7.360000E-04,+1.875000E-01
+7.380000E-04,+3.031250E+00,+7.380000E-04,+1.250000E-01
+7.400000E-04,+3.125000E-02,+7.400000E-04,+2.500000E-01
+7.420000E-04,+2.687500E+00,+7.420000E-04,+1.875000E-01
+7.440000E-04,+2.968750E+00,+7.440000E-04,+1.250000E-01
+7.460000E-04,+3.000000E+00,+7.460000E-04,+1.875000E-01
+7.480000E-04,+3.031250E+00,+7.480000E-04,+1.875000E-01
+7.500000E-04,+3.000000E+00,+7.500000E-04,+1.250000E-01
+7.520000E-04,+0.000000E+00,+7.520000E-04,+3.312500E+00
+7.540000E-04,+2.281250E+00,+7.540000E-04,+2.500000E+00
+7.560000E-04,+2.968750E+00,+7.560000E-04,+2.187500E+00
+7.580000E-04,+2.968750E+00,+7.580000E-04,+1.625000E+00
+7.600000E-04,+3.000000E+00,+7.600000E-04,+1.000000E+00
+7.620000E-04,+3.031250E+00,+7.620000E-04,+5.625000E-01
+7.640000E-04,+3.031250E+00,+7.640000E-04,-1.875000E+00
+7.660000E-04,+3.437500E-01,+7.660000E-04,+1.875000E-01
+7.680000E-04,+2.843750E+00,+7.680000E-04,+1.875000E-01
+7.700000E-04,+2.968750E+00,+7.700000E-04,+1.250000E-01
+7.720000E-04,+3.031250E+00,+7.720000E-04,+1.875000E-01
+7.740000E-04,+3.000000E+00,+7.740000E-04,+1.250000E-01
+7.760000E-04,+3.000000E+00,+7.760000E-04,+1.875000E-01
+7.780000E-04,+3.281250E+00,+7.780000E-04,+1.250000E-01
+7.800000E-04,+3.031250E+00,+7.800000E-04,+1.250000E-01
+7.820000E-04,+2.968750E+00,+7.820000E-04,+1.250000E-01
+7.840000E-04,+3.000000E+00,+7.840000E-04,+1.250000E-01
+7.860000E-04,+3.000000E+00,+7.860000E-04,+1.250000E-01
+7.880000E-04,+3.031250E+00,+7.880000E-04,+1.875000E-01
+7.900000E-04,+3.406250E+00,+7.900000E-04,+3.250000E+00
+7.920000E-04,+3.031250E+00,+7.920000E-04,+2.375000E+00
+7.940000E-04,+3.031250E+00,+7.940000E-04,+1.937500E+00
+7.960000E-04,+3.000000E+00,+7.960000E-04,+1.375000E+00
+7.980000E-04,+3.000000E+00,+7.980000E-04,+9.375000E-01
+8.000000E-04,+3.000000E+00,+8.000000E-04,+4.375000E-01
+8.020000E-04,+2.968750E+00,+8.020000E-04,+2.500000E-01
+8.040000E-04,+3.218750E+00,+8.040000E-04,+1.250000E-01
+8.060000E-04,+3.062500E+00,+8.060000E-04,+1.250000E-01
+8.080000E-04,+3.000000E+00,+8.080000E-04,+1.250000E-01
+8.100000E-04,+3.031250E+00,+8.100000E-04,+1.250000E-01
+8.120000E-04,+3.000000E+00,+8.120000E-04,+1.250000E-01
+8.140000E-04,+3.000000E+00,+8.140000E-04,+1.250000E-01
+8.160000E-04,-6.250000E-02,+8.160000E-04,+2.500000E-01
+8.180000E-04,+2.500000E+00,+8.180000E-04,+1.875000E-01
+8.200000E-04,+2.937500E+00,+8.200000E-04,+1.875000E-01
+8.220000E-04,+3.031250E+00,+8.220000E-04,+1.250000E-01
+8.240000E-04,+3.031250E+00,+8.240000E-04,+1.250000E-01
+8.260000E-04,+3.000000E+00,+8.260000E-04,+1.875000E-01
+8.280000E-04,-6.250000E-02,+8.280000E-04,+3.312500E+00
+8.300000E-04,+2.375000E+00,+8.300000E-04,+2.750000E+00
+8.320000E-04,+2.937500E+00,+8.320000E-04,+2.125000E+00
+8.340000E-04,+3.000000E+00,+8.340000E-04,+1.625000E+00
+8.360000E-04,+3.000000E+00,+8.360000E-04,+1.125000E+00
+8.380000E-04,+3.000000E+00,+8.380000E-04,+5.625000E-01
+8.400000E-04,+3.000000E+00,+8.400000E-04,+3.375000E+00
+8.420000E-04,+3.187500E+00,+8.420000E-04,+3.000000E+00
+8.440000E-04,+3.031250E+00,+8.440000E-04,+2.187500E+00
+8.460000E-04,+3.031250E+00,+8.460000E-04,+1.812500E+00
+8.480000E-04,+3.031250E+00,+8.480000E-04,+1.312500E+00
+8.500000E-04,+3.000000E+00,+8.500000E-04,+8.125000E-01
+8.520000E-04,+3.000000E+00,+8.520000E-04,+4.375000E-01
+8.540000E-04,+3.000000E+00,+8.540000E-04,+3.125000E-01
+8.560000E-04,+3.000000E+00,+8.560000E-04,+2.500000E-01
+8.580000E-04,+3.343750E+00,+8.580000E-04,+3.500000E+00
+8.600000E-04,+1.187500E+00,+8.600000E-04,+2.812500E+00
+8.620000E-04,+2.906250E+00,+8.620000E-04,+2.250000E+00
+8.640000E-04,+3.000000E+00,+8.640000E-04,+1.687500E+00
+8.660000E-04,+3.000000E+00,+8.660000E-04,+1.312500E+00
+8.680000E-04,+3.000000E+00,+8.680000E-04,+7.500000E-01
+8.700000E-04,+3.000000E+00,+8.700000E-04,+6.250000E-01
+8.720000E-04,-6.250000E-02,+8.720000E-04,+1.875000E-01
+8.740000E-04,+2.687500E+00,+8.740000E-04,+2.500000E-01
+8.760000E-04,+2.968750E+00,+8.760000E-04,+1.875000E-01
+8.780000E-04,+3.000000E+00,+8.780000E-04,+1.250000E-01
+8.800000E-04,+3.031250E+00,+8.800000E-04,+1.250000E-01
+8.820000E-04,+3.000000E+00,+8.820000E-04,+1.250000E-01
+8.840000E-04,+3.062500E+00,+8.840000E-04,+1.250000E-01
+8.860000E-04,+3.031250E+00,+8.860000E-04,+1.875000E-01
+8.880000E-04,+3.031250E+00,+8.880000E-04,+1.250000E-01
+8.900000E-04,+2.968750E+00,+8.900000E-04,+1.250000E-01
+8.920000E-04,+3.062500E+00,+8.920000E-04,+6.250000E-02
+8.940000E-04,+0.000000E+00,+8.940000E-04,+2.500000E-01
+8.960000E-04,+2.281250E+00,+8.960000E-04,+2.500000E-01
+8.980000E-04,+2.937500E+00,+8.980000E-04,+1.250000E-01
+9.000000E-04,+3.000000E+00,+9.000000E-04,+1.875000E-01
+9.020000E-04,+3.000000E+00,+9.020000E-04,+1.250000E-01
+9.040000E-04,+3.000000E+00,+9.040000E-04,+1.250000E-01
+9.060000E-04,-3.125000E-02,+9.060000E-04,+3.500000E+00
+9.080000E-04,+2.218750E+00,+9.080000E-04,+2.937500E+00
+9.100000E-04,+2.906250E+00,+9.100000E-04,+2.125000E+00
+9.120000E-04,+3.000000E+00,+9.120000E-04,+1.750000E+00
+9.140000E-04,+2.968750E+00,+9.140000E-04,+1.125000E+00
+9.160000E-04,+3.000000E+00,+9.160000E-04,+6.250000E-01
+9.180000E-04,+3.000000E+00,+9.180000E-04,-4.375000E-01
+9.200000E-04,+8.437500E-01,+9.200000E-04,+1.875000E-01
+9.220000E-04,+2.812500E+00,+9.220000E-04,+1.875000E-01
+9.240000E-04,+3.000000E+00,+9.240000E-04,+1.250000E-01
+9.260000E-04,+3.000000E+00,+9.260000E-04,+1.250000E-01
+9.280000E-04,+3.000000E+00,+9.280000E-04,+1.250000E-01
+9.300000E-04,+3.031250E+00,+9.300000E-04,+1.250000E-01
+9.320000E-04,-3.125000E-02,+9.320000E-04,+1.875000E-01
+9.340000E-04,+2.375000E+00,+9.340000E-04,+2.500000E-01
+9.360000E-04,+2.906250E+00,+9.360000E-04,+1.875000E-01
+9.380000E-04,+3.031250E+00,+9.380000E-04,+2.500000E-01
+9.400000E-04,+3.031250E+00,+9.400000E-04,+1.875000E-01
+9.420000E-04,+3.000000E+00,+9.420000E-04,+1.250000E-01
+9.440000E-04,-3.125000E-02,+9.440000E-04,+3.437500E+00
+9.460000E-04,+1.625000E+00,+9.460000E-04,+2.687500E+00
+9.480000E-04,+2.906250E+00,+9.480000E-04,+2.125000E+00
+9.500000E-04,+2.968750E+00,+9.500000E-04,+1.750000E+00
+9.520000E-04,+3.000000E+00,+9.520000E-04,+1.250000E+00
+9.540000E-04,+3.000000E+00,+9.540000E-04,+6.875000E-01
+9.560000E-04,+3.000000E+00,+9.560000E-04,+3.437500E+00
+9.580000E-04,+1.062500E+00,+9.580000E-04,+1.875000E-01
+9.600000E-04,+2.781250E+00,+9.600000E-04,+2.500000E-01
+9.620000E-04,+3.000000E+00,+9.620000E-04,+2.500000E-01
+9.640000E-04,+3.000000E+00,+9.640000E-04,+1.875000E-01
+9.660000E-04,+3.000000E+00,+9.660000E-04,+1.875000E-01
+9.680000E-04,+3.000000E+00,+9.680000E-04,+6.250000E-02
+9.700000E-04,-6.250000E-02,+9.700000E-04,+1.875000E-01
+9.720000E-04,+2.656250E+00,+9.720000E-04,+2.500000E-01
+9.740000E-04,+2.968750E+00,+9.740000E-04,+1.875000E-01
+9.760000E-04,+3.000000E+00,+9.760000E-04,+1.250000E-01
+9.780000E-04,+3.000000E+00,+9.780000E-04,+6.250000E-02
+9.800000E-04,+3.031250E+00,+9.800000E-04,+1.250000E-01
+9.820000E-04,-3.125000E-02,+9.820000E-04,+3.375000E+00
+9.840000E-04,+2.218750E+00,+9.840000E-04,+2.750000E+00
+9.860000E-04,+2.906250E+00,+9.860000E-04,+2.187500E+00
+9.880000E-04,+3.000000E+00,+9.880000E-04,+1.687500E+00
+9.900000E-04,+3.000000E+00,+9.900000E-04,+1.250000E+00
+9.920000E-04,+3.031250E+00,+9.920000E-04,+6.875000E-01
+9.940000E-04,+3.000000E+00,+9.940000E-04,+3.000000E+00
+9.960000E-04,+1.218750E+00,+9.960000E-04,+2.500000E-01
+9.980000E-04,+2.812500E+00,+9.980000E-04,+1.875000E-01
+1.000000E-03,+3.000000E+00,+1.000000E-03,+1.250000E-01
+1.002000E-03,+3.000000E+00,+1.002000E-03,+1.250000E-01
+1.004000E-03,+3.000000E+00,+1.004000E-03,+1.875000E-01
+1.006000E-03,+3.000000E+00,+1.006000E-03,-6.250000E-02
+1.008000E-03,-3.125000E-02,+1.008000E-03,+1.250000E-01
+1.010000E-03,+2.468750E+00,+1.010000E-03,+1.875000E-01
+1.012000E-03,+2.937500E+00,+1.012000E-03,+1.875000E-01
+1.014000E-03,+3.000000E+00,+1.014000E-03,+1.250000E-01
+1.016000E-03,+3.000000E+00,+1.016000E-03,+1.875000E-01
+1.018000E-03,+3.000000E+00,+1.018000E-03,+1.875000E-01
+1.020000E-03,-2.500000E-01,+1.020000E-03,+3.250000E+00
+1.022000E-03,+2.281250E+00,+1.022000E-03,+2.562500E+00
+1.024000E-03,+2.875000E+00,+1.024000E-03,+2.125000E+00
+1.026000E-03,+2.968750E+00,+1.026000E-03,+1.562500E+00
+1.028000E-03,+2.968750E+00,+1.028000E-03,+1.000000E+00
+1.030000E-03,+2.968750E+00,+1.030000E-03,+6.250000E-01
+1.032000E-03,+3.031250E+00,+1.032000E-03,+3.625000E+00
+1.034000E-03,-3.125000E-02,+1.034000E-03,+2.500000E-01
+1.036000E-03,+2.750000E+00,+1.036000E-03,+1.875000E-01
+1.038000E-03,+3.000000E+00,+1.038000E-03,+1.875000E-01
+1.040000E-03,+3.031250E+00,+1.040000E-03,+1.875000E-01
+1.042000E-03,+3.000000E+00,+1.042000E-03,+1.250000E-01
+1.044000E-03,+3.000000E+00,+1.044000E-03,+1.250000E-01
+1.046000E-03,-3.125000E-02,+1.046000E-03,+1.875000E-01
+1.048000E-03,+2.531250E+00,+1.048000E-03,+2.500000E-01
+1.050000E-03,+2.968750E+00,+1.050000E-03,+1.875000E-01
+1.052000E-03,+3.000000E+00,+1.052000E-03,+1.875000E-01
+1.054000E-03,+3.031250E+00,+1.054000E-03,+1.250000E-01
+1.056000E-03,+3.031250E+00,+1.056000E-03,+1.875000E-01
+1.058000E-03,+0.000000E+00,+1.058000E-03,+3.312500E+00
+1.060000E-03,+2.250000E+00,+1.060000E-03,+2.812500E+00
+1.062000E-03,+2.906250E+00,+1.062000E-03,+2.125000E+00
+1.064000E-03,+3.000000E+00,+1.064000E-03,+1.500000E+00
+1.066000E-03,+3.031250E+00,+1.066000E-03,+1.187500E+00
+1.068000E-03,+3.031250E+00,+1.068000E-03,+6.250000E-01
+1.070000E-03,+3.000000E+00,+1.070000E-03,-1.875000E-01
+1.072000E-03,+1.406250E+00,+1.072000E-03,+1.875000E-01
+1.074000E-03,+2.875000E+00,+1.074000E-03,+1.875000E-01
+1.076000E-03,+2.968750E+00,+1.076000E-03,+1.875000E-01
+1.078000E-03,+3.000000E+00,+1.078000E-03,+1.250000E-01
+1.080000E-03,+3.000000E+00,+1.080000E-03,+1.250000E-01
+1.082000E-03,+3.031250E+00,+1.082000E-03,+1.250000E-01
+1.084000E-03,+2.187500E-01,+1.084000E-03,+1.250000E-01
+1.086000E-03,+2.562500E+00,+1.086000E-03,+1.875000E-01
+1.088000E-03,+2.968750E+00,+1.088000E-03,+2.500000E-01
+1.090000E-03,+3.031250E+00,+1.090000E-03,+6.250000E-02
+1.092000E-03,+3.000000E+00,+1.092000E-03,+1.250000E-01
+1.094000E-03,+3.000000E+00,+1.094000E-03,+1.875000E-01
+1.096000E-03,-3.125000E-02,+1.096000E-03,+3.375000E+00
+1.098000E-03,+1.937500E+00,+1.098000E-03,+2.750000E+00
+1.100000E-03,+2.906250E+00,+1.100000E-03,+2.125000E+00
+1.102000E-03,+3.000000E+00,+1.102000E-03,+1.562500E+00
+1.104000E-03,+3.000000E+00,+1.104000E-03,+1.125000E+00
+1.106000E-03,+3.000000E+00,+1.106000E-03,+6.250000E-01
+1.108000E-03,+3.031250E+00,+1.108000E-03,+3.437500E+00
+1.110000E-03,+5.000000E-01,+1.110000E-03,+1.875000E-01
+1.112000E-03,+2.812500E+00,+1.112000E-03,+1.875000E-01
+1.114000E-03,+2.968750E+00,+1.114000E-03,+2.500000E-01
+1.116000E-03,+3.000000E+00,+1.116000E-03,+1.250000E-01
+1.118000E-03,+3.000000E+00,+1.118000E-03,+1.875000E-01
+1.120000E-03,+3.000000E+00,+1.120000E-03,+6.250000E-02
+1.122000E-03,-6.250000E-02,+1.122000E-03,+1.875000E-01
+1.124000E-03,+2.531250E+00,+1.124000E-03,+1.875000E-01
+1.126000E-03,+2.968750E+00,+1.126000E-03,+2.500000E-01
+1.128000E-03,+3.000000E+00,+1.128000E-03,+1.875000E-01
+1.130000E-03,+3.000000E+00,+1.130000E-03,+1.250000E-01
+1.132000E-03,+3.000000E+00,+1.132000E-03,+1.250000E-01
+1.134000E-03,-3.125000E-02,+1.134000E-03,+3.562500E+00
+1.136000E-03,+2.156250E+00,+1.136000E-03,+2.750000E+00
+1.138000E-03,+2.937500E+00,+1.138000E-03,+2.062500E+00
+1.140000E-03,+3.000000E+00,+1.140000E-03,+1.625000E+00
+1.142000E-03,+3.000000E+00,+1.142000E-03,+1.000000E+00
+1.144000E-03,+3.000000E+00,+1.144000E-03,+6.250000E-01
+1.146000E-03,+2.968750E+00,+1.146000E-03,+3.312500E+00
+1.148000E-03,+1.406250E+00,+1.148000E-03,+2.500000E-01
+1.150000E-03,+2.843750E+00,+1.150000E-03,+1.875000E-01
+1.152000E-03,+3.000000E+00,+1.152000E-03,+1.875000E-01
+1.154000E-03,+3.031250E+00,+1.154000E-03,+1.875000E-01
+1.156000E-03,+3.000000E+00,+1.156000E-03,+1.250000E-01
+1.158000E-03,+3.031250E+00,+1.158000E-03,+1.250000E-01
+1.160000E-03,-3.125000E-02,+1.160000E-03,+2.500000E-01
+1.162000E-03,+2.468750E+00,+1.162000E-03,+2.500000E-01
+1.164000E-03,+2.968750E+00,+1.164000E-03,+1.875000E-01
+1.166000E-03,+3.000000E+00,+1.166000E-03,+1.875000E-01
+1.168000E-03,+3.031250E+00,+1.168000E-03,+1.250000E-01
+1.170000E-03,+3.031250E+00,+1.170000E-03,+1.250000E-01
+1.172000E-03,+0.000000E+00,+1.172000E-03,+3.312500E+00
+1.174000E-03,+2.187500E+00,+1.174000E-03,+2.625000E+00
+1.176000E-03,+2.937500E+00,+1.176000E-03,+2.250000E+00
+1.178000E-03,+2.968750E+00,+1.178000E-03,+1.625000E+00
+1.180000E-03,+3.000000E+00,+1.180000E-03,+1.187500E+00
+1.182000E-03,+3.000000E+00,+1.182000E-03,+5.625000E-01
+1.184000E-03,+3.000000E+00,+1.184000E-03,+3.687500E+00
+1.186000E-03,+4.687500E-01,+1.186000E-03,+1.875000E-01
+1.188000E-03,+2.750000E+00,+1.188000E-03,+1.875000E-01
+1.190000E-03,+2.968750E+00,+1.190000E-03,+1.875000E-01
+1.192000E-03,+3.000000E+00,+1.192000E-03,+1.250000E-01
+1.194000E-03,+3.031250E+00,+1.194000E-03,+1.875000E-01
+1.196000E-03,+3.000000E+00,+1.196000E-03,+1.875000E-01
+1.198000E-03,+3.281250E+00,+1.198000E-03,+1.250000E-01
+1.200000E-03,+3.062500E+00,+1.200000E-03,+1.250000E-01
+1.202000E-03,+3.000000E+00,+1.202000E-03,+6.250000E-02
+1.204000E-03,+3.000000E+00,+1.204000E-03,+6.250000E-02
+1.206000E-03,+3.031250E+00,+1.206000E-03,+1.250000E-01
+1.208000E-03,+3.000000E+00,+1.208000E-03,+6.250000E-02
+1.210000E-03,+3.343750E+00,+1.210000E-03,+3.187500E+00
+1.212000E-03,+3.031250E+00,+1.212000E-03,+2.500000E+00
+1.214000E-03,+3.031250E+00,+1.214000E-03,+1.875000E+00
+1.216000E-03,+3.031250E+00,+1.216000E-03,+1.375000E+00
+1.218000E-03,+2.968750E+00,+1.218000E-03,+8.125000E-01
+1.220000E-03,+2.968750E+00,+1.220000E-03,+5.000000E-01
+1.222000E-03,+3.031250E+00,+1.222000E-03,+3.187500E+00
+1.224000E-03,+3.187500E+00,+1.224000E-03,+1.250000E-01
+1.226000E-03,+3.031250E+00,+1.226000E-03,+6.250000E-02
+1.228000E-03,+3.000000E+00,+1.228000E-03,+6.250000E-02
+1.230000E-03,+3.031250E+00,+1.230000E-03,+1.250000E-01
+1.232000E-03,+2.968750E+00,+1.232000E-03,+1.250000E-01
+1.234000E-03,+3.000000E+00,+1.234000E-03,+1.250000E-01
+1.236000E-03,-6.250000E-02,+1.236000E-03,+1.875000E-01
+1.238000E-03,+2.531250E+00,+1.238000E-03,+2.500000E-01
+1.240000E-03,+2.968750E+00,+1.240000E-03,+1.875000E-01
+1.242000E-03,+3.000000E+00,+1.242000E-03,+1.875000E-01
+1.244000E-03,+3.000000E+00,+1.244000E-03,+1.250000E-01
+1.246000E-03,+3.000000E+00,+1.246000E-03,+1.250000E-01
+1.248000E-03,+3.000000E+00,+1.248000E-03,+3.437500E+00
+1.250000E-03,+1.781250E+00,+1.250000E-03,+2.812500E+00
+1.252000E-03,+2.906250E+00,+1.252000E-03,+2.187500E+00
+1.254000E-03,+3.000000E+00,+1.254000E-03,+1.625000E+00
+1.256000E-03,+3.000000E+00,+1.256000E-03,+1.187500E+00
+1.258000E-03,+3.000000E+00,+1.258000E-03,+7.500000E-01
+1.260000E-03,+3.000000E+00,+1.260000E-03,+3.375000E+00
+1.262000E-03,+3.250000E+00,+1.262000E-03,+3.062500E+00
+1.264000E-03,+3.062500E+00,+1.264000E-03,+2.250000E+00
+1.266000E-03,+3.000000E+00,+1.266000E-03,+1.812500E+00
+1.268000E-03,+2.968750E+00,+1.268000E-03,+1.187500E+00
+1.270000E-03,+3.000000E+00,+1.270000E-03,+7.500000E-01
+1.272000E-03,+3.000000E+00,+1.272000E-03,+4.375000E-01
+1.274000E-03,+3.000000E+00,+1.274000E-03,+3.125000E-01
+1.276000E-03,+3.031250E+00,+1.276000E-03,+2.500000E-01
+1.278000E-03,+3.187500E+00,+1.278000E-03,+3.562500E+00
+1.280000E-03,+1.500000E+00,+1.280000E-03,+3.062500E+00
+1.282000E-03,+2.843750E+00,+1.282000E-03,+2.187500E+00
+1.284000E-03,+3.000000E+00,+1.284000E-03,+1.812500E+00
+1.286000E-03,+3.000000E+00,+1.286000E-03,+1.375000E+00
+1.288000E-03,+3.000000E+00,+1.288000E-03,+7.500000E-01
+1.290000E-03,+3.031250E+00,+1.290000E-03,+5.062500E+00
+1.292000E-03,+0.000000E+00,+1.292000E-03,+2.500000E-01
+1.294000E-03,+2.781250E+00,+1.294000E-03,+1.875000E-01
+1.296000E-03,+2.968750E+00,+1.296000E-03,+1.875000E-01
+1.298000E-03,+3.000000E+00,+1.298000E-03,+1.875000E-01
+1.300000E-03,+3.000000E+00,+1.300000E-03,+6.250000E-02
+1.302000E-03,+3.000000E+00,+1.302000E-03,+1.250000E-01
+1.304000E-03,+3.000000E+00,+1.304000E-03,+1.250000E-01
+1.306000E-03,+3.000000E+00,+1.306000E-03,+1.250000E-01
+1.308000E-03,+3.000000E+00,+1.308000E-03,+1.875000E-01
+1.310000E-03,+2.968750E+00,+1.310000E-03,+1.250000E-01
+1.312000E-03,+3.000000E+00,+1.312000E-03,+1.875000E-01
+1.314000E-03,-6.250000E-02,+1.314000E-03,+1.875000E-01
+1.316000E-03,+2.343750E+00,+1.316000E-03,+1.875000E-01
+1.318000E-03,+2.906250E+00,+1.318000E-03,+1.250000E-01
+1.320000E-03,+3.031250E+00,+1.320000E-03,+1.250000E-01
+1.322000E-03,+3.062500E+00,+1.322000E-03,+1.250000E-01
+1.324000E-03,+3.000000E+00,+1.324000E-03,+1.250000E-01
+1.326000E-03,-3.125000E-02,+1.326000E-03,+3.500000E+00
+1.328000E-03,+1.562500E+00,+1.328000E-03,+2.687500E+00
+1.330000E-03,+2.812500E+00,+1.330000E-03,+2.125000E+00
+1.332000E-03,+2.968750E+00,+1.332000E-03,+1.625000E+00
+1.334000E-03,+3.000000E+00,+1.334000E-03,+1.062500E+00
+1.336000E-03,+3.000000E+00,+1.336000E-03,+7.500000E-01
+1.338000E-03,+3.000000E+00,+1.338000E-03,+4.375000E-01
+1.340000E-03,+6.562500E-01,+1.340000E-03,+1.250000E-01
+1.342000E-03,+2.468750E+00,+1.342000E-03,+1.875000E-01
+1.344000E-03,+2.968750E+00,+1.344000E-03,+1.875000E-01
+1.346000E-03,+3.000000E+00,+1.346000E-03,+1.875000E-01
+1.348000E-03,+3.000000E+00,+1.348000E-03,+1.250000E-01
+1.350000E-03,+3.000000E+00,+1.350000E-03,+2.500000E-01
+1.352000E-03,+0.000000E+00,+1.352000E-03,+1.875000E-01
+1.354000E-03,+2.250000E+00,+1.354000E-03,+2.500000E-01
+1.356000E-03,+2.937500E+00,+1.356000E-03,+1.875000E-01
+1.358000E-03,+3.000000E+00,+1.358000E-03,+1.875000E-01
+1.360000E-03,+3.031250E+00,+1.360000E-03,+6.250000E-02
+1.362000E-03,+3.031250E+00,+1.362000E-03,+1.250000E-01
+1.364000E-03,+3.000000E+00,+1.364000E-03,+3.500000E+00
+1.366000E-03,+1.375000E+00,+1.366000E-03,+2.812500E+00
+1.368000E-03,+2.875000E+00,+1.368000E-03,+2.187500E+00
+1.370000E-03,+3.000000E+00,+1.370000E-03,+1.625000E+00
+1.372000E-03,+2.968750E+00,+1.372000E-03,+1.125000E+00
+1.374000E-03,+3.000000E+00,+1.374000E-03,+6.875000E-01
+1.376000E-03,+3.000000E+00,+1.376000E-03,+4.375000E-01
+1.378000E-03,+3.125000E-02,+1.378000E-03,+1.875000E-01
+1.380000E-03,+2.468750E+00,+1.380000E-03,+1.875000E-01
+1.382000E-03,+3.000000E+00,+1.382000E-03,+1.875000E-01
+1.384000E-03,+3.000000E+00,+1.384000E-03,+1.875000E-01
+1.386000E-03,+3.031250E+00,+1.386000E-03,+1.250000E-01
+1.388000E-03,+3.031250E+00,+1.388000E-03,+1.875000E-01
+1.390000E-03,-3.125000E-02,+1.390000E-03,+1.250000E-01
+1.392000E-03,+2.250000E+00,+1.392000E-03,+2.500000E-01
+1.394000E-03,+2.968750E+00,+1.394000E-03,+1.250000E-01
+1.396000E-03,+2.968750E+00,+1.396000E-03,+1.875000E-01
+1.398000E-03,+3.031250E+00,+1.398000E-03,+1.250000E-01
